timestamp,hour,light_lux,occupancy,water_flow,tariff
2026-01-11 19:55:32.844391,19,282.9,0,0.0,8.5
2026-01-11 20:10:32.844391,20,193.8,1,9.67,8.5
2026-01-11 20:25:32.844391,20,134.3,0,0.5,8.5
2026-01-11 20:40:32.844391,20,231.3,0,0.0,8.5
2026-01-11 20:55:32.844391,20,382.0,1,0.0,8.5
2026-01-11 21:10:32.844391,21,247.9,0,0.0,8.5
2026-01-11 21:25:32.844391,21,204.4,0,0.0,8.5
2026-01-11 21:40:32.844391,21,128.2,1,5.66,8.5
2026-01-11 21:55:32.844391,21,147.8,1,0.0,8.5
2026-01-11 22:10:32.844391,22,95.5,0,0.0,10.2
2026-01-11 22:25:32.844391,22,152.9,0,0.0,10.2
2026-01-11 22:40:32.844391,22,201.1,1,11.32,10.2
2026-01-11 22:55:32.844391,22,315.5,0,0.0,10.2
2026-01-11 23:10:32.844391,23,354.2,0,0.0,10.2
2026-01-11 23:25:32.844391,23,297.9,0,0.0,10.2
2026-01-11 23:40:32.844391,23,94.6,0,0.0,10.2
2026-01-11 23:55:32.844391,23,138.3,1,0.0,10.2
2026-01-12 00:10:32.844391,0,0.0,0,0.0,6.8
2026-01-12 00:25:32.844391,0,9.2,0,0.0,6.8
2026-01-12 00:40:32.844391,0,1.8,0,0.0,6.8
2026-01-12 00:55:32.844391,0,21.3,0,0.5,6.8
2026-01-12 01:10:32.844391,1,4.7,0,0.0,6.8
2026-01-12 01:25:32.844391,1,0.0,0,0.0,6.8
2026-01-12 01:40:32.844391,1,1.2,0,0.0,6.8
2026-01-12 01:55:32.844391,1,0.0,1,0.0,6.8
2026-01-12 02:10:32.844391,2,3.1,0,0.0,6.8
2026-01-12 02:25:32.844391,2,10.0,0,0.0,6.8
2026-01-12 02:40:32.844391,2,0.0,0,0.0,6.8
2026-01-12 02:55:32.844391,2,0.0,0,0.0,6.8
2026-01-12 03:10:32.844391,3,17.1,1,0.0,6.8
2026-01-12 03:25:32.844391,3,11.6,0,0.0,6.8
2026-01-12 03:40:32.844391,3,4.9,0,0.0,6.8
2026-01-12 03:55:32.844391,3,12.2,0,0.0,6.8
2026-01-12 04:10:32.844391,4,5.4,0,0.0,6.8
2026-01-12 04:25:32.844391,4,0.0,0,0.0,6.8
2026-01-12 04:40:32.844391,4,9.3,0,0.0,6.8
2026-01-12 04:55:32.844391,4,0.0,0,0.0,6.8
2026-01-12 05:10:32.844391,5,0.0,0,0.0,6.8
2026-01-12 05:25:32.844391,5,0.0,0,0.0,6.8
